professor_name,school_name,department_name,state_name,star_rating,diff_index,would_take_agains,post_date,student_star,student_difficult,grades,tag_professor,gives_good_feedback,caring,respected,participation_matters,clear_grading_criteria,skip_class,amazing_lectures,inspirational,tough_grader,get_ready_to_read,lots_of_homework,accessible_outside_class,lecture_heavy,extra_credit,graded_by_few_things,group_projects,test_heavy,so_many_papers,beware_of_pop_quizzes,IsCourseOnline,comments,sentiment,dept_category,word_count,grade_numeric,clean_comments,entities,person_mentions,has_person_mention,aspects,aspect_opinion_pairs,primary_aspect,num_aspects,comment_length,avg_word_length,exclamation_count,question_count,uppercase_ratio,positive_word_count,negative_word_count,sentiment_word_ratio,kmeans_cluster,dbscan_cluster,agg_cluster,cluster_name
Denise  Kelly,Central Connecticut State University,Mathematics department, CT,2.2,4.1,0,11/05/2007,4.0,3.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"takes attendance every day, need to be there. Very stubborn on how she wants things written her way, and if you dont write it her way its wrong. nice, funny lady. not an easy class however, takes 3rd grade math and makes it very hard somehow. if you put a lot of time in youll pass, if not its very stressful, dont go out of your war to take this cla",positive,Mathematics,71,3.7,takes attendance every day need to be there very stubborn on how she wants things written her way and if you dont write it her way its wrong nice funny lady not an easy class however takes rd grade math and makes it very hard somehow if you put a lot of time in youll pass if not its very stressful dont go out of your war to take this cla,"[('every day', 'DATE'), ('3rd', 'ORDINAL')]",[],0,"['grading', 'attendance', 'professor', 'lectures']","[('lectures', 'easy')]",grading,4,71,3.788732394366197,0,0,0.002857142857142857,0,1,-0.013888888888888888,3,0,1,Math & STEM Courses
Tim  Wandling,Sonoma State University,English department, CA,3.3,3.0,0,02/05/2011,4.0,3.0,,Get ready to read (6)  Skip class? You won\'t pass. (2)  GRADED BY FEW THINGS (2)  Caring (2)  LECTURE HEAVY (2)  LOTS OF HOMEWORK (1)  Amazing lectures (1)  Participation matters (1)  ACCESSIBLE OUTSIDE CLASS (1),0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,"Tim is a nice guy and loves to help if asked, he will assign a lot of reading if you can stay on top of that you should do fine. He allows rewrites, & probably one the few teachers who is easy and at the same time brings out your best writing skills. he is also quite interesting and brings so many ideas to discuss, likes to incorporate Film & music",positive,English,71,3.7,tim is a nice guy and loves to help if asked he will assign a lot of reading if you can stay on top of that you should do fine he allows rewrites probably one the few teachers who is easy and at the same time brings out your best writing skills he is also quite interesting and brings so many ideas to discuss likes to incorporate film music,"[('Tim', 'PERSON'), ('Film & music', 'ORG')]",['Tim'],1,"['professor', 'workload']","[('professor', 'few')]",professor,2,69,3.9565217391304346,0,0,0.008571428571428572,1,0,0.014285714285714285,2,0,4,Teaching Style & Clarity
Christopher  Bracken,University of Alberta,English department, AB,3.0,4.5,0,12/10/2013,1.0,5.0,,Tough Grader (8)  Get ready to read (8)  Skip class? You won\'t pass. (5)  Respected (3)  Gives good feedback (3)  Amazing lectures (2)  LECTURE HEAVY (2)  Inspirational (2)  Participation matters (1)  BEWARE OF POP QUIZZES (1)  Clear grading criteria (1)  Hilarious (1),1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,"Bracken is probably the most difficult english professor I\'ve ever taken. Basically, for an english major he is the barbed wire fence you might want to throw yourself at. His exams are based on a part A and a part B. With three of the initial readings and three of the latter readings. A tip for 309: Know both the conversion experience and the [x].",negative,English,65,3.7,bracken is probably the most difficult english professor i ve ever taken basically for an english major he is the barbed wire fence you might want to throw yourself at his exams are based on a part a and a part b with three of the initial readings and three of the latter readings a tip for know both the conversion experience and the x,"[('Bracken', 'PERSON'), ('english', 'NORP'), ('english', 'NORP'), ('three', 'CARDINAL'), ('three', 'CARDINAL'), ('309', 'CARDINAL')]",['Bracken'],1,"['professor', 'workload', 'exams']","[('professor', 'difficult'), ('professor', 'english'), ('workload', 'initial'), ('workload', 'latter')]",professor,3,65,4.184615384615385,0,0,0.025714285714285714,0,1,-0.015151515151515152,1,0,1,General Professor Praise
Lorelle  Semley,Wesleyan University,History department, CT,2.7,3.6,0,03/26/2008,2.5,4.0,,Get ready to read (2)  GROUP PROJECTS (1)  Tough Grader (1)  LECTURE HEAVY (1),0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,nice lady. lectures are dull and pretty repetitive. it hard to keep track of terms because she doesnt go in chronological order. she grades pretty hard and points out very trivial mistakes. but gives flexibility with paper writing.,negative,History,38,3.7,nice lady lectures are dull and pretty repetitive it hard to keep track of terms because she doesnt go in chronological order she grades pretty hard and points out very trivial mistakes but gives flexibility with paper writing,[],[],0,"['grading', 'professor', 'workload', 'lectures']","[('lectures', 'nice')]",grading,4,38,4.973684210526316,0,0,0.0,0,1,-0.02564102564102564,2,0,1,Teaching Style & Clarity
David  Rayson,Normandale Community College,History department, MN,4.7,1.9,0,07/18/2017,2.0,3.0,,EXTRA CREDIT (11)  Caring (11)  Respected (9)  Gives good feedback (8)  SO MANY PAPERS (6)  Amazing lectures (6)  Hilarious (6)  Inspirational (6)  Get ready to read (5)  LOTS OF HOMEWORK (4)  LECTURE HEAVY (3)  Clear grading criteria (2)  Tough Grader (1)  ACCESSIBLE OUTSIDE CLASS (1),1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,"David is a really nice guy and does want you to do well. But, -He is late just about everyday. -During his lectures he jumps all over the place and it is hard to follow; boring. -The whole classes is writing papers; there are small papers every week and both the mid-term and final are big papers. -Very tough grader",negative,History,60,3.7,david is a really nice guy and does want you to do well but he is late just about everyday during his lectures he jumps all over the place and it is hard to follow boring the whole classes is writing papers there are small papers every week and both the mid term and final are big papers very tough grader,"[('David', 'PERSON'), ('-He', 'PERSON'), ('every week', 'DATE')]","['David', '-He']",1,"['professor', 'exams', 'workload', 'lectures']","[('lectures', 'whole'), ('workload', 'small'), ('workload', 'big')]",professor,4,61,4.016393442622951,0,0,0.0189873417721519,0,2,-0.03225806451612903,2,0,1,Teaching Style & Clarity
Bob  Gillies,Quinsigamond Community College,Mathematics department, MA,3.2,3.1,0,02/19/2008,1.0,5.0,,Clear grading criteria (1)  Gives good feedback (1),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OK first I just have to say my dad is a high school math teacher so in addition for going to extra help in the math center I still could not get modivated for this class. He is very monotone. He was very boring,I would go home and have my dad teach me. Gillies talks about to much science, I mean its a basic algera class, not med school.Horroable",negative,Mathematics,69,3.7,ok first i just have to say my dad is a high school math teacher so in addition for going to extra help in the math center i still could not get modivated for this class he is very monotone he was very boring i would go home and have my dad teach me gillies talks about to much science i mean its a basic algera class not med school horroable,[],[],0,"['professor', 'lectures']","[('lectures', 'basic')]",professor,2,71,3.8309859154929575,0,0,0.02881844380403458,0,1,-0.013888888888888888,3,0,1,Math & STEM Courses
Henry  Schreiber,University of Texas at Tyler,Psychology department, TX,2.7,3.0,0,11/16/2006,4.0,3.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I took Dr. Shreiber for l & c, he is a pretty good professor, but he does kind of ""ramble"". I thought I would dread the lab, but it was actually kind of fun. The tests aren\'t that bad, and the quizzes in lab are a ""joke""! You do have to read the book, and he does expect you to talk about the chapters in class! He was fun and kept it interesting!",positive,Psychology,73,3.7,i took dr shreiber for l c he is a pretty good professor but he does kind of ramble i thought i would dread the lab but it was actually kind of fun the tests aren t that bad and the quizzes in lab are a joke you do have to read the book and he does expect you to talk about the chapters in class he was fun and kept it interesting,"[('Shreiber', 'PERSON'), ('l & c', 'ORG')]",['Shreiber'],1,"['lectures', 'professor', 'exams']","[('professor', 'good'), ('professor', 'ramble')]",lectures,3,73,3.5342465753424657,3,0,0.022988505747126436,1,1,0.0,0,0,4,Exam & Test Difficulty
Lynn  Curtright,Tallahassee Community College,History department, FL,3.1,3.6,0,06/13/2013,2.0,5.0,,Respected (1)  Clear grading criteria (1)  Get ready to read (1)  Hilarious (1)  Amazing lectures (1),0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"If you find history boring - DO NOT take this instructor! He lectures the extensive material, tells you to read the book, no study guide, no test review, nothing to help out the students, he doesn\'t seem to care if you pass or fail, he just likes to talk about history. Very dry and boring lecture style.",negative,History,57,3.7,if you find history boring do not take this instructor he lectures the extensive material tells you to read the book no study guide no test review nothing to help out the students he doesn t seem to care if you pass or fail he just likes to talk about history very dry and boring lecture style,[],[],0,"['professor', 'exams', 'lectures']","[('lectures', 'extensive')]",professor,3,57,4.157894736842105,1,0,0.02622950819672131,0,1,-0.017241379310344827,0,0,1,Exam & Test Difficulty
William  Irvine,York University (all campuses),History department, ON,4.2,3.0,0,04/09/2008,5.0,3.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Irvine was easily my favourite professor this year. The workload is not easy, but it\'s manageable if you put in the time. He\'s so funny, and seems very approachable. Doesn\'t seem to be arrogant like other professors I\'ve seen. Exam was very fair and much easier than expected. Not a hard class if you\'re willing to put in the work, which most aren\'t.",positive,History,63,3.7,irvine was easily my favourite professor this year the workload is not easy but it s manageable if you put in the time he s so funny and seems very approachable doesn t seem to be arrogant like other professors i ve seen exam was very fair and much easier than expected not a hard class if you re willing to put in the work which most aren t,"[('Irvine', 'PERSON'), ('this year', 'DATE'), ('it\\', 'ORG')]",['Irvine'],1,"['lectures', 'professor', 'workload', 'exams']","[('professor', 'favourite'), ('professor', 'other'), ('lectures', 'hard')]",lectures,4,69,3.9565217391304346,0,0,0.019662921348314606,0,1,-0.014285714285714285,3,0,1,Math & STEM Courses
Mary  Phillips,Tulsa Community College,Biology department, OK,4.1,3.3,1,11/19/2017,5.0,3.0,,Caring (19)  Inspirational (14)  Gives good feedback (14)  Respected (9)  EXTRA CREDIT (7)  Skip class? You won\'t pass. (7)  ACCESSIBLE OUTSIDE CLASS (6)  Clear grading criteria (6)  Amazing lectures (6)  Tough Grader (4)  LOTS OF HOMEWORK (3)  Participation matters (2)  Get ready to read (2)  SO MANY PAPERS (1)  GROUP PROJECTS (1)  LECTURE HEAVY (1),1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,"Prof Phillips\'s class was pretty enjoyable to take. I had been dreading taking bio but she has made it an easy experience. I was in a blended class that met once a week for lab. So for our class she was a little easier with the deadlines, but she\'s really understanding. If you\'re not interested in doing a semester project, don\'t take the class.",positive,Biology,64,3.7,prof phillips s class was pretty enjoyable to take i had been dreading taking bio but she has made it an easy experience i was in a blended class that met once a week for lab so for our class she was a little easier with the deadlines but she s really understanding if you re not interested in doing a semester project don t take the class,"[('she\\', 'PERSON')]",['she\\'],1,"['professor', 'workload', 'lectures']",[],professor,3,68,4.0,0,0,0.017142857142857144,0,0,0.0,3,0,1,Math & STEM Courses
Gary  Bruce,University of Waterloo,History department, ON,4.8,3.0,1,12/19/2015,5.0,3.0,,Inspirational (5)  Respected (4)  Amazing lectures (2)  Clear grading criteria (1)  Get ready to read (1)  Hilarious (1)  Gives good feedback (1)  Caring (1),1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,This professor is amazingly passionate about the courses he teaches. Thoroughly knowledgeable and cares about what the students think during lecture. Definitely take a course with him if you can!,positive,History,30,3.7,this professor is amazingly passionate about the courses he teaches thoroughly knowledgeable and cares about what the students think during lecture definitely take a course with him if you can,[],[],0,"['professor', 'lectures']",[],professor,2,30,5.433333333333334,1,0,0.015384615384615385,0,0,0.0,1,0,1,General Professor Praise
Todd  McDonald,Volunteer State Community College,Mathematics department, TN,4.9,2.1,0,05/06/2008,5.0,2.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazing man!!! Anyone who has been out of school a while should take him. And he is very pleasing on the eyes:),positive,Mathematics,22,3.7,amazing man anyone who has been out of school a while should take him and he is very pleasing on the eyes,[],[],0,['professor'],[],professor,1,22,3.8181818181818183,3,0,0.02702702702702703,1,0,0.043478260869565216,1,0,1,General Professor Praise
Bob  Baugher,Highline College,Psychology department, WA,4.7,2.9,1,12/14/2016,5.0,4.0,A+,Amazing lectures (15)  Get ready to read (9)  Respected (9)  Gives good feedback (8)  EXTRA CREDIT (7)  Inspirational (7)  Tough Grader (4)  Skip class? You won\'t pass. (4)  Hilarious (3)  Participation matters (2)  LECTURE HEAVY (2)  LOTS OF HOMEWORK (2)  TEST HEAVY (2)  Clear grading criteria (2)  ACCESSIBLE OUTSIDE CLASS (1)  SO MANY PAPERS (1),1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,Great professor. Cares about his students. As long as you do your work and extra credit you\'ll pass.,positive,Psychology,18,4.3,great professor cares about his students as long as you do your work and extra credit you ll pass,[],[],0,"['grading', 'professor', 'workload']","[('professor', 'great'), ('grading', 'extra')]",grading,3,19,4.157894736842105,0,0,0.0297029702970297,1,0,0.05,1,0,3,General Professor Praise
